panel	compound_id	name	reported_smiles	reported_inchikey	computed_inchikey	structure_roundtrip_exact	single_covalent_component	exact_davis_parent_overlap	exact_davis_murcko_overlap	maximum_davis_morgan2_tanimoto	eligibility_status
OKL2026	HMSL10426	BARASERTIB	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O	GBJVVSCPOBPEIT-UHFFFAOYSA-N	GBJVVSCPOBPEIT-UHFFFAOYSA-N	true	true	false	true	0.84146341	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10102	PACLITAXEL	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	RCINICONZNJXQF-MZXODVADSA-N	RCINICONZNJXQF-MZXODVADSA-N	true	true	false	false	0.17293233	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10011	ALVOCIDIB	CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BIIVYFLTOXDAOV-YVEFUNNKSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL11680	SB-431542	NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1	FHYUGAJXYORMHI-UHFFFAOYSA-N	FHYUGAJXYORMHI-UHFFFAOYSA-N	true	true	false	false	0.19767442	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10004	AT-7519	O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl	OVPNQJVDAFNBDN-UHFFFAOYSA-N	OVPNQJVDAFNBDN-UHFFFAOYSA-N	true	true	true	false	0.63636364	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10207	TAE-226	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl	UYJNQQDJUOUFQJ-UHFFFAOYSA-N	UYJNQQDJUOUFQJ-UHFFFAOYSA-N	true	true	false	false	0.52325581	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10143	BMS-777607	CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1	VNBRGSXVFBYQNN-UHFFFAOYSA-N	VNBRGSXVFBYQNN-UHFFFAOYSA-N	true	true	false	false	0.33009709	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10255	GSK-1838705A	CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12	HZTYDQRUAWIZRE-UHFFFAOYSA-N	HZTYDQRUAWIZRE-UHFFFAOYSA-N	true	true	false	false	0.72093023	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10134	GSK-1904529A	CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1	MOSKATHMXWSZTQ-UHFFFAOYSA-N	MOSKATHMXWSZTQ-UHFFFAOYSA-N	true	true	false	false	0.29133858	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10040	R-406	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC	NHHQJBCNYHBUSI-UHFFFAOYSA-N	NHHQJBCNYHBUSI-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10114	PAZOPANIB	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	CUIHSIWYWATEQL-UHFFFAOYSA-N	CUIHSIWYWATEQL-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12153	RK-24466	Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1	FMETVQKSDIOGPX-UHFFFAOYSA-N	FMETVQKSDIOGPX-UHFFFAOYSA-N	true	true	false	false	0.21052632	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11750	SNS-314	O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1	FAYAUAZLLLJJGH-UHFFFAOYSA-N	FAYAUAZLLLJJGH-UHFFFAOYSA-N	true	true	false	false	0.22115385	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11463	CYC-116	Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1	GPSZYOIFQZPWEJ-UHFFFAOYSA-N	GPSZYOIFQZPWEJ-UHFFFAOYSA-N	true	true	false	false	0.26966292	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11487	ENMD-2076	Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1	BLQYVHBZHAISJM-CMDGGOBGSA-N	BLQYVHBZHAISJM-CMDGGOBGSA-N	true	true	false	false	0.47297297	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10391	ALISERTIB	COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O	ZLHFILGSQDJULK-UHFFFAOYSA-N	ZLHFILGSQDJULK-UHFFFAOYSA-N	true	true	false	true	0.69863014	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10010	CP-724714	COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1	LLVZBTWPGQVVLW-SNAWJCMRSA-N	LLVZBTWPGQVVLW-SNAWJCMRSA-N	true	true	false	false	0.29545455	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10158	AZD-5438	Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C	WJRRGYBTGDJBFX-UHFFFAOYSA-N	WJRRGYBTGDJBFX-UHFFFAOYSA-N	true	true	false	false	0.27586207	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10444	CEDIRANIB	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1	XXJWYDDUDKYVKI-UHFFFAOYSA-N	XXJWYDDUDKYVKI-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10128	GSK-690693	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10393	AT-9283	O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	true	true	false	false	0.25000000	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11363	AMG-208	COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1	HEAIZQNMNCHNFD-UHFFFAOYSA-N	HEAIZQNMNCHNFD-UHFFFAOYSA-N	true	true	false	false	0.32467532	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10151	NINTEDANIB	COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1	XZXHXSATPCNXJR-ZIADKAODSA-N	XZXHXSATPCNXJR-ZIADKAODSA-N	true	true	false	false	0.23809524	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12138	ALSTERPAULLONE	O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1	OLUKILHGKRVDCT-UHFFFAOYSA-N	OLUKILHGKRVDCT-UHFFFAOYSA-N	true	true	false	false	0.17441860	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10024	TAE-684	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	QQWUGDVOUVUTOY-UHFFFAOYSA-N	QQWUGDVOUVUTOY-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10041	BI-2536	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1	XQVVPGYIWAGRNI-JOCHJYFZSA-N	XQVVPGYIWAGRNI-JOCHJYFZSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12081	TALMAPIMOD	C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl	ZMELOYOKMZBMRB-DLBZAZTESA-N	ZMELOYOKMZBMRB-DLBZAZTESA-N	true	true	false	false	0.19191919	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10014	GW843682X	COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC	JSKUWFIZUALZLX-UHFFFAOYSA-N	JSKUWFIZUALZLX-UHFFFAOYSA-N	true	true	false	false	0.50000000	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10127	DOVITINIB	CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	PIQCTGMSNWUMAF-UHFFFAOYSA-N	PIQCTGMSNWUMAF-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10181	GDC-0879	OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1	DEZZLWQELQORIU-RELWKKBWSA-N	DEZZLWQELQORIU-RELWKKBWSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10175	SUNITINIB	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	WINHZLLDWRZWRT-ATVHPVEESA-N	WINHZLLDWRZWRT-ATVHPVEESA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10097	ERLOTINIB	C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	AAKJLRGGTJKAMG-UHFFFAOYSA-N	AAKJLRGGTJKAMG-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10051	LAPATINIB	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	BCFGMOOMADDAQU-UHFFFAOYSA-N	BCFGMOOMADDAQU-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10206	RAF-265	Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21	YABJJWZLRMPFSI-UHFFFAOYSA-N	YABJJWZLRMPFSI-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10176	Y-27632	C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1	IYOZTVGMEWJPKR-IJLUTSLNSA-N	IYOZTVGMEWJPKR-IJLUTSLNSA-N	true	true	false	false	0.30136986	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10408	SOTRASTAURIN	CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	true	true	false	false	0.28395062	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10149	Y-39983	C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1	JTVBXQAYBIJXRP-SNVBAGLBSA-N	JTVBXQAYBIJXRP-SNVBAGLBSA-N	true	true	false	false	0.26315789	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10021	TOZASERTIB	Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1	GCIKSSRWRFVXBI-UHFFFAOYSA-N	GCIKSSRWRFVXBI-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10042	MOTESANIB	CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21	RAHBGWKEPAQNFF-UHFFFAOYSA-N	RAHBGWKEPAQNFF-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10126	PI-103	Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1	TUVCWJQQGGETHL-UHFFFAOYSA-N	TUVCWJQQGGETHL-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12144	UCN-01	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O	PBCZSGKMGDDXIJ-KRUBCLEUSA-N	PBCZSGKMGDDXIJ-KRUBCLEUSA-N	true	true	false	true	0.72602740	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12073	AST-487	CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1	ODPGGGTTYSGTGO-UHFFFAOYSA-N	ODPGGGTTYSGTGO-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10290	BMS-754807	C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1	LQVXSNNAFNGRAH-QHCPKHFHSA-N	LQVXSNNAFNGRAH-QHCPKHFHSA-N	true	true	false	false	0.23008850	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10037	QUIZARTINIB	CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1	CVWXJKQAOSCOAB-UHFFFAOYSA-N	CVWXJKQAOSCOAB-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12021	AMG-548	Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O	RQVKVJIRFKVPBF-VWLOTQADSA-N	RQVKVJIRFKVPBF-VWLOTQADSA-N	true	true	false	false	0.28048780	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11021	AEE-788	CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1	OONFNUWBHFSNBT-HXUWFJFHSA-N	OONFNUWBHFSNBT-HXUWFJFHSA-N	true	true	false	false	0.23958333	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10645	GEDATOLISIB	CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1	DWZAEMINVBZMHQ-UHFFFAOYSA-N	DWZAEMINVBZMHQ-UHFFFAOYSA-N	true	true	false	false	0.28571429	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10708	CUDC-101	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1	PLIVFNIUGLLCEK-UHFFFAOYSA-N	PLIVFNIUGLLCEK-UHFFFAOYSA-N	true	true	false	true	0.67187500	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10577	CRIZOTINIB	C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl	KTEIFNKAUNYNJU-GFCCVEGCSA-N	KTEIFNKAUNYNJU-GFCCVEGCSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10230	LESTAURTINIB	C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	UIARLYUEJFELEN-LROUJFHJSA-N	UIARLYUEJFELEN-LROUJFHJSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10159	PELITINIB	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	WVUNYSQLFKLYNI-AATRIKPKSA-N	WVUNYSQLFKLYNI-AATRIKPKSA-N	true	true	false	false	0.75000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12059	ML-120B	COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C	ZNOLRTPMNMPLHY-UHFFFAOYSA-N	ZNOLRTPMNMPLHY-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10220	MIDOSTAURIN	CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	BMGQWWVMWDBQGC-IIFHNQTCSA-N	BMGQWWVMWDBQGC-IIFHNQTCSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12080	RUBOXISTAURIN	CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1	ZCBUQCWBWNUWSU-SFHVURJKSA-N	ZCBUQCWBWNUWSU-SFHVURJKSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10098	GEFITINIB	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	XGALLCVXEZPNRQ-UHFFFAOYSA-N	XGALLCVXEZPNRQ-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10023	IMATINIB	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	KTUFNOKKBVMGRW-UHFFFAOYSA-N	KTUFNOKKBVMGRW-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
