split	fold	model	chosen_alpha	inner_scores_json
union_component_leave_one_out	component-01	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.7619633808401847},{""alpha"":0.1,""inner_rmse"":1.7510818799664696},{""alpha"":1.0,""inner_rmse"":1.6549027369298714},{""alpha"":10.0,""inner_rmse"":1.2293658254442732},{""alpha"":100.0,""inner_rmse"":0.8826712955618408}]"
union_component_leave_one_out	component-01	ligand_ecfp_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":0.8633611289340428},{""alpha"":0.1,""inner_rmse"":0.8633037513586211},{""alpha"":1.0,""inner_rmse"":0.8627425918221815},{""alpha"":10.0,""inner_rmse"":0.858152016286384},{""alpha"":100.0,""inner_rmse"":0.8431041403756127}]"
union_component_leave_one_out	component-01	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.2100399943855984},{""alpha"":0.1,""inner_rmse"":2.1218993008754725},{""alpha"":1.0,""inner_rmse"":1.639559288429645},{""alpha"":10.0,""inner_rmse"":1.024109286382732},{""alpha"":100.0,""inner_rmse"":0.8100461709355462}]"
union_component_leave_one_out	component-01	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":0.8977532875158458},{""alpha"":0.1,""inner_rmse"":0.8977514169767237},{""alpha"":1.0,""inner_rmse"":0.8977327169406218},{""alpha"":10.0,""inner_rmse"":0.8975462505770344},{""alpha"":100.0,""inner_rmse"":0.8957335135131277}]"
union_component_leave_one_out	component-01	concat_ecfp_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":0.905440476684782},{""alpha"":0.1,""inner_rmse"":0.9054048630977706},{""alpha"":1.0,""inner_rmse"":0.9050594269260428},{""alpha"":10.0,""inner_rmse"":0.9024450694731746},{""alpha"":100.0,""inner_rmse"":0.8968777211303811}]"
union_component_leave_one_out	component-01	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":0.9978902088421536},{""alpha"":0.1,""inner_rmse"":0.9978338091183856},{""alpha"":1.0,""inner_rmse"":0.9972716999870433},{""alpha"":10.0,""inner_rmse"":0.9918334974621269},{""alpha"":100.0,""inner_rmse"":0.9512423015445707}]"
union_component_leave_one_out	component-01	pocket_structure_ridge_S0	10.0	"[{""alpha"":0.01,""inner_rmse"":8.028933461768554},{""alpha"":0.1,""inner_rmse"":2.7402425083340756},{""alpha"":1.0,""inner_rmse"":1.045838541123544},{""alpha"":10.0,""inner_rmse"":0.8803330165425298},{""alpha"":100.0,""inner_rmse"":0.9382827090013394}]"
union_component_leave_one_out	component-01	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":0.8484146084694185},{""alpha"":0.1,""inner_rmse"":0.8484277021513008},{""alpha"":1.0,""inner_rmse"":0.8485597437667016},{""alpha"":10.0,""inner_rmse"":0.8499295954562844},{""alpha"":100.0,""inner_rmse"":0.8586973428373018}]"
union_component_leave_one_out	component-01	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.580484905628487},{""alpha"":0.1,""inner_rmse"":1.526206952073991},{""alpha"":1.0,""inner_rmse"":1.22704052223456},{""alpha"":10.0,""inner_rmse"":0.8840796306134635},{""alpha"":100.0,""inner_rmse"":0.837906823877418}]"
union_component_leave_one_out	component-01	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":0.9978902088421536},{""alpha"":0.1,""inner_rmse"":0.9978338091183856},{""alpha"":1.0,""inner_rmse"":0.9972716999870433},{""alpha"":10.0,""inner_rmse"":0.9918334974621269},{""alpha"":100.0,""inner_rmse"":0.9512423015445707}]"
union_component_leave_one_out	component-01	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":0.9801324453318296},{""alpha"":0.1,""inner_rmse"":0.9801048737790431},{""alpha"":1.0,""inner_rmse"":0.9798296901855889},{""alpha"":10.0,""inner_rmse"":0.977130042381284},{""alpha"":100.0,""inner_rmse"":0.9545089018154116}]"
union_component_leave_one_out	component-01	concat_ecfp_pocket_ridge_S1	10.0	"[{""alpha"":0.01,""inner_rmse"":0.8676364278377198},{""alpha"":0.1,""inner_rmse"":0.8676317396647402},{""alpha"":1.0,""inner_rmse"":0.8675895936661855},{""alpha"":10.0,""inner_rmse"":0.8675165642413634},{""alpha"":100.0,""inner_rmse"":0.871236695105091}]"
union_component_leave_one_out	component-01	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.0572753361874234},{""alpha"":0.1,""inner_rmse"":1.971335807856763},{""alpha"":1.0,""inner_rmse"":1.4977734444122885},{""alpha"":10.0,""inner_rmse"":0.9389915378517463},{""alpha"":100.0,""inner_rmse"":0.8267485767896717}]"
union_component_leave_one_out	component-01	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8679099264092074},{""alpha"":0.1,""inner_rmse"":1.7945023675188003},{""alpha"":1.0,""inner_rmse"":1.3794662278799235},{""alpha"":10.0,""inner_rmse"":0.9304373941599637},{""alpha"":100.0,""inner_rmse"":0.8647285351417575}]"
union_component_leave_one_out	component-02	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.411200620640101},{""alpha"":0.1,""inner_rmse"":1.410277306325797},{""alpha"":1.0,""inner_rmse"":1.4020452696659642},{""alpha"":10.0,""inner_rmse"":1.3670803309095472},{""alpha"":100.0,""inner_rmse"":1.3581863180217988}]"
union_component_leave_one_out	component-02	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2921913368088283},{""alpha"":0.1,""inner_rmse"":1.2922393209371044},{""alpha"":1.0,""inner_rmse"":1.292713479848766},{""alpha"":10.0,""inner_rmse"":1.2969737843187699},{""alpha"":100.0,""inner_rmse"":1.3198921033791036}]"
union_component_leave_one_out	component-02	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.4750263804620194},{""alpha"":0.1,""inner_rmse"":2.441873102923123},{""alpha"":1.0,""inner_rmse"":2.3427829036989287},{""alpha"":10.0,""inner_rmse"":2.2553924175204205},{""alpha"":100.0,""inner_rmse"":1.8542598340567198}]"
union_component_leave_one_out	component-02	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3560823189743965},{""alpha"":0.1,""inner_rmse"":1.3560822836930069},{""alpha"":1.0,""inner_rmse"":1.3560819315346215},{""alpha"":10.0,""inner_rmse"":1.3560784752641217},{""alpha"":100.0,""inner_rmse"":1.3560502128868013}]"
union_component_leave_one_out	component-02	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.1973290888128558},{""alpha"":0.1,""inner_rmse"":1.1974134045725715},{""alpha"":1.0,""inner_rmse"":1.1982450586292326},{""alpha"":10.0,""inner_rmse"":1.2055984243921276},{""alpha"":100.0,""inner_rmse"":1.2436517442032597}]"
union_component_leave_one_out	component-02	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4229917076556307},{""alpha"":0.1,""inner_rmse"":1.4229679041834362},{""alpha"":1.0,""inner_rmse"":1.422731166019198},{""alpha"":10.0,""inner_rmse"":1.4204872158193644},{""alpha"":100.0,""inner_rmse"":1.40616035599724}]"
union_component_leave_one_out	component-02	pocket_structure_ridge_S0	1.0	"[{""alpha"":0.01,""inner_rmse"":2.944999775333758},{""alpha"":0.1,""inner_rmse"":2.158135562113145},{""alpha"":1.0,""inner_rmse"":1.0670973157178874},{""alpha"":10.0,""inner_rmse"":1.6650636144101927},{""alpha"":100.0,""inner_rmse"":1.4897735046321237}]"
union_component_leave_one_out	component-02	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3473357798356629},{""alpha"":0.1,""inner_rmse"":1.347410017739663},{""alpha"":1.0,""inner_rmse"":1.348140907825309},{""alpha"":10.0,""inner_rmse"":1.3544796316816632},{""alpha"":100.0,""inner_rmse"":1.381690847409232}]"
union_component_leave_one_out	component-02	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.4004739266115243},{""alpha"":0.1,""inner_rmse"":2.3549313412860324},{""alpha"":1.0,""inner_rmse"":2.1242572834378906},{""alpha"":10.0,""inner_rmse"":1.858307177874012},{""alpha"":100.0,""inner_rmse"":1.679965039792565}]"
union_component_leave_one_out	component-02	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4229917076556307},{""alpha"":0.1,""inner_rmse"":1.4229679041834362},{""alpha"":1.0,""inner_rmse"":1.422731166019198},{""alpha"":10.0,""inner_rmse"":1.4204872158193644},{""alpha"":100.0,""inner_rmse"":1.40616035599724}]"
union_component_leave_one_out	component-02	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5339866652426508},{""alpha"":0.1,""inner_rmse"":1.5339488316321694},{""alpha"":1.0,""inner_rmse"":1.5335716286626015},{""alpha"":10.0,""inner_rmse"":1.529909683412894},{""alpha"":100.0,""inner_rmse"":1.501774961161483}]"
union_component_leave_one_out	component-02	concat_ecfp_pocket_ridge_S1	0.01	"[{""alpha"":0.01,""inner_rmse"":1.376109969174769},{""alpha"":0.1,""inner_rmse"":1.3761401088222498},{""alpha"":1.0,""inner_rmse"":1.37643940895021},{""alpha"":10.0,""inner_rmse"":1.379237487268584},{""alpha"":100.0,""inner_rmse"":1.3953005078904126}]"
union_component_leave_one_out	component-02	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.2498331141896375},{""alpha"":0.1,""inner_rmse"":2.1840040432829393},{""alpha"":1.0,""inner_rmse"":1.9332726430294702},{""alpha"":10.0,""inner_rmse"":1.8207777160841592},{""alpha"":100.0,""inner_rmse"":1.6893555823452342}]"
union_component_leave_one_out	component-02	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8855678018380446},{""alpha"":0.1,""inner_rmse"":1.8453332082666871},{""alpha"":1.0,""inner_rmse"":1.6956854563666786},{""alpha"":10.0,""inner_rmse"":1.683330317722614},{""alpha"":100.0,""inner_rmse"":1.634097924482761}]"
union_component_leave_one_out	component-03	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5477761447321081},{""alpha"":0.1,""inner_rmse"":1.545997278464171},{""alpha"":1.0,""inner_rmse"":1.5292025832621592},{""alpha"":10.0,""inner_rmse"":1.4260147389961406},{""alpha"":100.0,""inner_rmse"":1.3350853464450514}]"
union_component_leave_one_out	component-03	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2349156698596808},{""alpha"":0.1,""inner_rmse"":1.2349520920718193},{""alpha"":1.0,""inner_rmse"":1.2353120585010804},{""alpha"":10.0,""inner_rmse"":1.238557948400478},{""alpha"":100.0,""inner_rmse"":1.257696573074242}]"
union_component_leave_one_out	component-03	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.0997319730263406},{""alpha"":0.1,""inner_rmse"":2.0909067919561655},{""alpha"":1.0,""inner_rmse"":2.041075738877339},{""alpha"":10.0,""inner_rmse"":1.8868029175229672},{""alpha"":100.0,""inner_rmse"":1.6072077809098146}]"
union_component_leave_one_out	component-03	protein_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2725534900787625},{""alpha"":0.1,""inner_rmse"":1.2725542926548719},{""alpha"":1.0,""inner_rmse"":1.2725623184992443},{""alpha"":10.0,""inner_rmse"":1.2726425849040082},{""alpha"":100.0,""inner_rmse"":1.2734456931779408}]"
union_component_leave_one_out	component-03	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.147365175642096},{""alpha"":0.1,""inner_rmse"":1.1474002268525592},{""alpha"":1.0,""inner_rmse"":1.1477459074044032},{""alpha"":10.0,""inner_rmse"":1.1508110923480677},{""alpha"":100.0,""inner_rmse"":1.1688808468726473}]"
union_component_leave_one_out	component-03	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.4699028018629177},{""alpha"":0.1,""inner_rmse"":2.4695032212205272},{""alpha"":1.0,""inner_rmse"":2.465522148097707},{""alpha"":10.0,""inner_rmse"":2.427131750595396},{""alpha"":100.0,""inner_rmse"":2.146818424874329}]"
union_component_leave_one_out	component-03	pocket_structure_ridge_S0	1.0	"[{""alpha"":0.01,""inner_rmse"":4.502966540530025},{""alpha"":0.1,""inner_rmse"":1.81383848734126},{""alpha"":1.0,""inner_rmse"":1.3868533990739311},{""alpha"":10.0,""inner_rmse"":2.3700348435620584},{""alpha"":100.0,""inner_rmse"":2.3543422319004668}]"
union_component_leave_one_out	component-03	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":1.5876453330824964},{""alpha"":0.1,""inner_rmse"":1.5877147098960183},{""alpha"":1.0,""inner_rmse"":1.5883914877897891},{""alpha"":10.0,""inner_rmse"":1.593748214283764},{""alpha"":100.0,""inner_rmse"":1.6006586633705835}]"
union_component_leave_one_out	component-03	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.3756546787457045},{""alpha"":0.1,""inner_rmse"":2.371328633071017},{""alpha"":1.0,""inner_rmse"":2.342522924319568},{""alpha"":10.0,""inner_rmse"":2.2380361434273075},{""alpha"":100.0,""inner_rmse"":1.9406578297828652}]"
union_component_leave_one_out	component-03	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.4699028018629177},{""alpha"":0.1,""inner_rmse"":2.4695032212205272},{""alpha"":1.0,""inner_rmse"":2.465522148097707},{""alpha"":10.0,""inner_rmse"":2.427131750595396},{""alpha"":100.0,""inner_rmse"":2.146818424874329}]"
union_component_leave_one_out	component-03	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.069413374165001},{""alpha"":0.1,""inner_rmse"":2.0692867384360785},{""alpha"":1.0,""inner_rmse"":2.0680227520592176},{""alpha"":10.0,""inner_rmse"":2.0556156365831693},{""alpha"":100.0,""inner_rmse"":1.9511598595968747}]"
union_component_leave_one_out	component-03	concat_ecfp_pocket_ridge_S1	0.01	"[{""alpha"":0.01,""inner_rmse"":1.5470184580879893},{""alpha"":0.1,""inner_rmse"":1.547046831296684},{""alpha"":1.0,""inner_rmse"":1.5473235323544314},{""alpha"":10.0,""inner_rmse"":1.5495017669978914},{""alpha"":100.0,""inner_rmse"":1.550053383594692}]"
union_component_leave_one_out	component-03	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.253154881403783},{""alpha"":0.1,""inner_rmse"":2.242023064785965},{""alpha"":1.0,""inner_rmse"":2.185115428064003},{""alpha"":10.0,""inner_rmse"":2.092400314782017},{""alpha"":100.0,""inner_rmse"":1.8931939833044966}]"
union_component_leave_one_out	component-03	negative_pocket_permuted_concat_gmolai_S0	1.0	"[{""alpha"":0.01,""inner_rmse"":1.8176241662003163},{""alpha"":0.1,""inner_rmse"":1.8138157462553497},{""alpha"":1.0,""inner_rmse"":1.7944628430120773},{""alpha"":10.0,""inner_rmse"":1.8128225645540965},{""alpha"":100.0,""inner_rmse"":1.8163732628782139}]"
union_component_leave_one_out	component-04	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8630635392942796},{""alpha"":0.1,""inner_rmse"":1.8590854049440073},{""alpha"":1.0,""inner_rmse"":1.8233294668091151},{""alpha"":10.0,""inner_rmse"":1.646133009213703},{""alpha"":100.0,""inner_rmse"":1.4418720676797148}]"
union_component_leave_one_out	component-04	ligand_ecfp_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4454515565356139},{""alpha"":0.1,""inner_rmse"":1.4454357677631895},{""alpha"":1.0,""inner_rmse"":1.4452769841421098},{""alpha"":10.0,""inner_rmse"":1.4436203173831177},{""alpha"":100.0,""inner_rmse"":1.4276485267892056}]"
union_component_leave_one_out	component-04	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8054655903746355},{""alpha"":0.1,""inner_rmse"":1.7900136142584557},{""alpha"":1.0,""inner_rmse"":1.7271357098959823},{""alpha"":10.0,""inner_rmse"":1.7190813500188928},{""alpha"":100.0,""inner_rmse"":1.6839983300627683}]"
union_component_leave_one_out	component-04	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3747912550159904},{""alpha"":0.1,""inner_rmse"":1.3747908664744233},{""alpha"":1.0,""inner_rmse"":1.3747869833089015},{""alpha"":10.0,""inner_rmse"":1.3747483758803007},{""alpha"":100.0,""inner_rmse"":1.3743839593280285}]"
union_component_leave_one_out	component-04	concat_ecfp_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4070452733757344},{""alpha"":0.1,""inner_rmse"":1.4070254623816432},{""alpha"":1.0,""inner_rmse"":1.406827402950385},{""alpha"":10.0,""inner_rmse"":1.4048632466580588},{""alpha"":100.0,""inner_rmse"":1.3897944218929759}]"
union_component_leave_one_out	component-04	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.465424547966752},{""alpha"":0.1,""inner_rmse"":1.4653640544105375},{""alpha"":1.0,""inner_rmse"":1.4647626978065955},{""alpha"":10.0,""inner_rmse"":1.459089484639003},{""alpha"":100.0,""inner_rmse"":1.424555571646259}]"
union_component_leave_one_out	component-04	pocket_structure_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":8.222557750428166},{""alpha"":0.1,""inner_rmse"":4.1071997696285045},{""alpha"":1.0,""inner_rmse"":2.158553554873659},{""alpha"":10.0,""inner_rmse"":1.8599288402407723},{""alpha"":100.0,""inner_rmse"":1.6646103261566807}]"
union_component_leave_one_out	component-04	concat_ecfp_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4187204315421518},{""alpha"":0.1,""inner_rmse"":1.4187112204314642},{""alpha"":1.0,""inner_rmse"":1.4186181917540925},{""alpha"":10.0,""inner_rmse"":1.4176163839519416},{""alpha"":100.0,""inner_rmse"":1.4075332260024027}]"
union_component_leave_one_out	component-04	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8291459473359384},{""alpha"":0.1,""inner_rmse"":1.8170849396562618},{""alpha"":1.0,""inner_rmse"":1.7635630274430305},{""alpha"":10.0,""inner_rmse"":1.7452611780234055},{""alpha"":100.0,""inner_rmse"":1.6073019400912893}]"
union_component_leave_one_out	component-04	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.465424547966752},{""alpha"":0.1,""inner_rmse"":1.4653640544105375},{""alpha"":1.0,""inner_rmse"":1.4647626978065955},{""alpha"":10.0,""inner_rmse"":1.459089484639003},{""alpha"":100.0,""inner_rmse"":1.424555571646259}]"
union_component_leave_one_out	component-04	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4731215130672},{""alpha"":0.1,""inner_rmse"":1.4731004267203023},{""alpha"":1.0,""inner_rmse"":1.4728901017466038},{""alpha"":10.0,""inner_rmse"":1.4708394108293268},{""alpha"":100.0,""inner_rmse"":1.4545476050104538}]"
union_component_leave_one_out	component-04	concat_ecfp_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4113783194718008},{""alpha"":0.1,""inner_rmse"":1.4113732423186338},{""alpha"":1.0,""inner_rmse"":1.4113214204677074},{""alpha"":10.0,""inner_rmse"":1.4107187465124273},{""alpha"":100.0,""inner_rmse"":1.403660021916656}]"
union_component_leave_one_out	component-04	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.7111981096967306},{""alpha"":0.1,""inner_rmse"":1.702836714269556},{""alpha"":1.0,""inner_rmse"":1.6815783107214524},{""alpha"":10.0,""inner_rmse"":1.714425831281796},{""alpha"":100.0,""inner_rmse"":1.6199316351939574}]"
union_component_leave_one_out	component-04	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.623174849853362},{""alpha"":0.1,""inner_rmse"":1.6197309207757655},{""alpha"":1.0,""inner_rmse"":1.6136759106399818},{""alpha"":10.0,""inner_rmse"":1.6503756026610492},{""alpha"":100.0,""inner_rmse"":1.5861755973818776}]"
union_component_leave_one_out	component-05	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.7538435599110669},{""alpha"":0.1,""inner_rmse"":1.7488796983882933},{""alpha"":1.0,""inner_rmse"":1.7055747809805082},{""alpha"":10.0,""inner_rmse"":1.5188595519818693},{""alpha"":100.0,""inner_rmse"":1.3709708549073922}]"
union_component_leave_one_out	component-05	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2604587779952054},{""alpha"":0.1,""inner_rmse"":1.260540032074083},{""alpha"":1.0,""inner_rmse"":1.2613386698663487},{""alpha"":10.0,""inner_rmse"":1.2681713814616924},{""alpha"":100.0,""inner_rmse"":1.296932021245634}]"
union_component_leave_one_out	component-05	ligand_gmolai_ridge	10.0	"[{""alpha"":0.01,""inner_rmse"":1.938194331266644},{""alpha"":0.1,""inner_rmse"":1.8742713815687067},{""alpha"":1.0,""inner_rmse"":1.6121918494363972},{""alpha"":10.0,""inner_rmse"":1.5823489306615972},{""alpha"":100.0,""inner_rmse"":1.6315941683285353}]"
